,xst,yst,xin,yin,exitcell,exitface,dtau,tsum,line
819,1670.2322121554794,1750.0,1656.421781218913,1500.0,102.0,4.0,96.13525938759285,163.21382066261486,107
820,1750.0,1817.988756386797,1670.2322121554794,1750.0,118.0,3.0,37.28972725203044,200.5035479146453,107
821,,,,,,,22.26179875333927,222.76534666798457,107
822,1677.3255813953488,1250.0,1677.3255813953488,1250.0,70.0,4.0,11.130899376669635,11.130899376669635,108
823,1667.574252540999,1500.0,1677.3255813953488,1250.0,86.0,4.0,55.94766189835239,67.07856127502203,108
824,1687.0375216977566,1750.0,1667.574252540999,1500.0,102.0,4.0,96.13525938759285,163.21382066261486,108
825,1750.0,1803.665028383939,1687.0375216977566,1750.0,118.0,3.0,28.47300234950956,191.68682301212442,108
826,,,,,,,22.26179875333927,213.94862176546368,108
827,1683.139534883721,1250.0,1683.139534883721,1250.0,70.0,4.0,11.130899376669635,11.130899376669635,109
828,1678.7267238630845,1500.0,1683.139534883721,1250.0,86.0,4.0,55.94766189835239,67.07856127502203,109
829,1703.8428312400335,1750.0,1678.7267238630845,1500.0,102.0,4.0,96.13525938759285,163.21382066261486,109
830,1750.0,1789.341300381081,1703.8428312400335,1750.0,118.0,3.0,20.228243058113193,183.44206372072807,109
831,,,,,,,22.26179875333927,205.70386247406734,109
832,1688.953488372093,1250.0,1688.953488372093,1250.0,70.0,4.0,11.130899376669635,11.130899376669635,110
833,1689.8791951851704,1500.0,1688.953488372093,1250.0,86.0,4.0,55.94766189835239,67.07856127502203,110
834,1720.6481407823107,1750.0,1689.8791951851704,1500.0,102.0,4.0,96.13525938759285,163.21382066261486,110
835,1750.0,1775.0175723782231,1720.6481407823107,1750.0,118.0,3.0,12.485738750719229,175.6995594133341,110
836,,,,,,,22.26179875333927,197.96135816667336,110
837,1694.7674418604652,1250.0,1694.7674418604652,1250.0,70.0,4.0,11.130899376669635,11.130899376669635,111
838,1701.031666507256,1500.0,1694.7674418604652,1250.0,86.0,4.0,55.94766189835239,67.07856127502203,111
839,1737.4534503245875,1750.0,1701.031666507256,1500.0,102.0,4.0,96.13525938759285,163.21382066261486,111
840,1750.0,1760.6938443753654,1737.4534503245875,1750.0,118.0,3.0,5.187794465646299,168.40161512826117,111
841,,,,,,,22.26179875333927,190.66341388160043,111
842,1700.5813953488373,1250.0,1700.5813953488373,1250.0,70.0,4.0,11.130899376669635,11.130899376669635,112
843,1712.1841378293418,1500.0,1700.5813953488373,1250.0,86.0,4.0,55.94766189835239,67.07856127502203,112
844,1750.0,1732.6151204311366,1712.1841378293418,1500.0,102.0,3.0,88.01356930670624,155.09213058172827,112
845,1752.208579016912,1750.0,1750.0,1732.6151204311366,103.0,4.0,4.326367375228032,159.41849795695632,112
846,,,,,,,22.26179875333927,181.68029671029558,112
847,1706.3953488372094,1250.0,1706.3953488372094,1250.0,70.0,4.0,11.130899376669635,11.130899376669635,113
848,1723.3366091514274,1500.0,1706.3953488372094,1250.0,86.0,4.0,55.94766189835239,67.07856127502203,113
849,1750.0,1664.0133932515657,1723.3366091514274,1500.0,102.0,3.0,58.45742123590628,125.5359825109283,113
850,1760.923757892472,1750.0,1750.0,1664.0133932515657,103.0,4.0,22.245390588892914,147.78137309982122,113
851,,,,,,,22.26179875333927,170.0431718531605,113
852,1712.2093023255813,1250.0,1712.2093023255813,1250.0,70.0,4.0,11.130899376669635,11.130899376669635,114
853,1734.4890804735128,1500.0,1712.2093023255813,1250.0,86.0,4.0,55.94766189835239,67.07856127502203,114
854,1750.0,1595.4116660719967,1734.4890804735128,1500.0,102.0,3.0,32.21352728192644,99.29208855694847,114
855,1769.6389367680315,1750.0,1750.0,1595.4116660719967,103.0,4.0,41.68950549509434,140.9815940520428,114
856,,,,,,,22.26179875333927,163.24339280538206,114
857,1718.0232558139535,1250.0,1718.0232558139535,1250.0,70.0,4.0,11.130899376669635,11.130899376669635,115
858,1745.6415517955986,1500.0,1718.0232558139535,1250.0,86.0,4.0,55.94766189835239,67.07856127502203,115
859,1750.0,1526.8099388924245,1745.6415517955986,1500.0,102.0,3.0,8.613751152070064,75.69231242709209,115
860,1778.3541156435917,1750.0,1750.0,1526.8099388924245,103.0,4.0,62.942668410342115,138.6349808374342,115
861,,,,,,,22.26179875333927,160.89677959077346,115
862,1723.8372093023256,1250.0,1723.8372093023256,1250.0,70.0,4.0,11.130899376669635,11.130899376669635,116
863,1750.0,1470.1912691301409,1723.8372093023256,1250.0,86.0,3.0,47.02425555501953,58.15515493168917,116
864,1757.2690730407744,1500.0,1750.0,1470.1912691301409,87.0,4.0,10.141370667534828,68.296525599224,116
865,1787.0692945191518,1750.0,1757.2690730407744,1500.0,103.0,4.0,71.8169547614623,140.1134803606863,116
866,,,,,,,22.26179875333927,162.37527911402557,116
867,1729.6511627906975,1250.0,1729.6511627906975,1250.0,70.0,4.0,11.130899376669635,11.130899376669635,117
868,1750.0,1421.259875990111,1729.6511627906975,1250.0,86.0,3.0,34.12984872152606,45.26074809819569,117
869,1769.2013445713742,1500.0,1750.0,1421.259875990111,87.0,4.0,27.147345772433347,72.40809387062905,117
870,1795.7844733947113,1750.0,1769.2013445713742,1500.0,103.0,4.0,71.8169547614623,144.22504863209133,117
871,,,,,,,22.26179875333927,166.4868473854306,117
872,1735.4651162790697,1250.0,1735.4651162790697,1250.0,70.0,4.0,11.130899376669635,11.130899376669635,118
873,1750.0,1372.3284828500791,1735.4651162790697,1250.0,86.0,3.0,22.920978520086436,34.05187789675607,118
874,1781.1336161019744,1500.0,1750.0,1372.3284828500791,87.0,4.0,44.6205807548529,78.67245865160896,118
875,1804.4996522702716,1750.0,1781.1336161019744,1500.0,103.0,4.0,71.8169547614623,150.48941341307125,118
876,,,,,,,22.26179875333927,172.7512121664105,118
877,1741.2790697674418,1250.0,1741.2790697674418,1250.0,70.0,4.0,11.130899376669635,11.130899376669635,119
878,1750.0,1323.3970897100476,1741.2790697674418,1250.0,86.0,3.0,13.007494504849836,24.13839388151947,119
879,1793.0658876325742,1500.0,1750.0,1323.3970897100476,87.0,4.0,62.587479880298496,86.72587376181797,119
880,1813.2148311458313,1750.0,1793.0658876325742,1500.0,103.0,4.0,71.8169547614623,158.54282852328026,119
881,,,,,,,22.26179875333927,180.80462727661953,119
882,1747.093023255814,1250.0,1747.093023255814,1250.0,70.0,4.0,11.130899376669635,11.130899376669635,120
883,1750.0,1274.4656965700158,1747.093023255814,1250.0,86.0,3.0,4.120764680551758,15.251664057221394,120
884,1804.9981591631745,1500.0,1750.0,1274.4656965700158,87.0,4.0,81.07675075898317,96.32841481620456,120
885,1821.9300100213914,1750.0,1804.9981591631745,1500.0,103.0,4.0,71.8169547614623,168.14536957766686,120
886,,,,,,,22.26179875333927,190.40716833100612,120
887,1503.2894736842104,1000.0,1503.2894736842104,1000.0,70.0,2.0,11.130899376669635,11.130899376669635,121
888,1500.0,994.4689201029786,1503.2894736842104,1000.0,54.0,1.0,1.036093248805272,12.166992625474908,121
889,1250.0,823.7735579001957,1500.0,994.4689201029786,53.0,1.0,86.09491019583803,98.26190282131293,121
890,1098.1649915200692,750.0,1250.0,823.7735579001957,52.0,2.0,60.22120584400573,158.48310866531867,121
891,1000.0,668.0520454756222,1098.1649915200692,750.0,36.0,1.0,63.79011734143376,222.27322600675242,121
892,750.0,593.0604457945016,1000.0,668.0520454756222,35.0,1.0,156.70615058674088,378.97937659349327,121
893,500.0,632.191095317527,750.0,593.0604457945016,34.0,1.0,152.4842388519684,531.4636154454616,121
894,424.3505737490352,750.0,500.0,632.191095317527,33.0,4.0,55.35316049721151,586.8167759426732,121
895,,,,,,,22.26179875333927,609.0785746960124,121
896,1509.8684210526317,1000.0,1509.8684210526317,1000.0,70.0,2.0,11.130899376669635,11.130899376669635,122
897,1500.0,983.4067603089353,1509.8684210526317,1000.0,54.0,1.0,3.144405222192732,14.275304598862368,122
898,1250.0,810.3562754568958,1500.0,983.4067603089353,53.0,1.0,86.09491019583803,100.37021479470039,122
899,1125.7794004158977,750.0,1250.0,810.3562754568958,52.0,2.0,48.8717274032232,149.24194219792358,122
900,1000.0,644.9995876760378,1125.7794004158977,750.0,36.0,1.0,81.63567192316098,230.87761412108455,122
